Content,Video title,Video publish time,Duration,Views,Watch time (hours),Subscribers,Estimated revenue (IDR),Impressions,Impressions click-through rate (%)
V_pP8L-ftQI,Zarathustra: Nabi yang Dihapus Sejarah atau Mitos yang Disalahpahami?  – Dr. Fahruddin Faiz,"Jan 16, 2026",6978,603,"299,3384",3,"10843,407",7023,"6,54"
68-BosDy2y4,"Bukan Kurang Cinta, Tapi Salah Arah #shorts","Jul 7, 2026",70,602,"3,0807",1,"77,769",165,"5,45"
lZkdM_eJuWw,Sendiri Tapi Kuat: Rahasia Jiwa yang Tak Banyak Orang Tahu – Dr. Fahruddin Faiz,"Apr 26, 2025",3357,547,"152,5545",2,"10296,995",5382,"8,77"
UOy0kj5LBfQ,Siapa Guru Sejati? Ini Wejangan Sunan Bonang – Dr. Fahruddin Faiz,"Jun 15, 2025",27,541,"2,7691",1,"95,714",2384,"5,03"
YaqPMTEc18A,Nikah Bisa Jadi Haram? #shorts,"Jun 11, 2026",73,531,"1,2889",1,"58,936",313,"3,83"
bJR8bwrkP38,"Seringkali kita sibuk mencari teman yang 'menyenangkan', sampai lupa mencari teman yang 'membangun'.","Jul 6, 2026",15,492,"0,3831",0,"5,215",0,
Fl-HHv21Ens,Sutan Takdir: Kamu Mandek Bukan Karena Gagal—Tapi Takut Memulai,"Jun 28, 2026",6689,386,"223,4712",2,"12307,871",6564,"5,41"
gVE_AwaVgXw,Menikah: Kehilangan Kebebasan atau Menemukan Arah? #shorts,"Jul 8, 2026",57,362,"1,5969",1,,173,"7,51"
yp7A6BMtFFw,Kamu Belum Hidup — Karena Belum “Mati”  — Hikmah Syekh Arsyad Al-Banjari,"Feb 21, 2026",7157,338,"194,2214",0,"5476,807",3142,"7,29"
9rUX9c_LBhw,Benarkah Kita Sebenarnya “Tiada”? Penjelasan Ibnu Arabi,"Feb 28, 2026",7094,288,"179,1374",0,"11750,028",2089,"10,24"
nOCtv9EACqg,Makna dan Tujuan Hidup: Obat dari Kekosongan Eksistensial – Dr. Fahruddin Faiz,"Oct 22, 2025",6361,283,"199,2087",2,"10862,037",1802,"11,76"
PThDgdDniho,Kenapa Kita Takut Dianggap Aneh? Michel Foucault Menjawab,"Jul 1, 2026",5863,238,"114,7875",0,"47674,628",24329,"5,74"
FNgAgTF14ME,Kenapa Pendosa Justru Lebih Dicintai Allah?,"Apr 16, 2026",6189,212,"109,3074",0,"5814,283",1394,"8,39"
UCXbRouzmsU,Dr. Faiz: Punya Pasangan Tapi Tetap Merasa Sendiri,"Jun 10, 2026",2948,202,"26,5871",0,"2120,159",3988,"3,86"
8Hgw9bSOXkM,Krishna Nabi atau Bukan? Pertanyaan Berani yang Jarang Dibahas Ulama,"Feb 14, 2026",6872,193,"118,5969",1,"5986,081",2586,"6,11"
OCBriiNeDcg,"Dihormati Dunia, Tapi Memilih Jalan Sunyi — Hikmah Hidup Syekh Nawawi Al-Bantani","Feb 6, 2026",6566,186,"126,4098",0,"5374,027",1622,"9,25"
vFCNhPTEh9g,Ibnu Atha’illah: Mahabbatullah & Jalan Ketenangan Hati – Dr. Fahruddin Faiz,"Sep 12, 2025",6329,179,"114,11",0,"3559,399",1557,"7,77"
UORg11m_Z3E,Setan & Hewan dalam Dirimu — Harus Dimatikan atau Dikendalikan?,"Mar 18, 2026",7098,174,"164,785",0,"6126,977",868,"8,87"
NM8RYhIbgog,Mengapa Orang Saleh Justru Paling Tenang? 3 Rahasia Sufi Imam Hasan Al-Bashri - Dr. Fahruddin Faiz,"Dec 26, 2025",6014,171,"98,8861",0,"4703,884",1503,"7,58"
DroF80vgbxA,Kamu Lelah Bukan Karena Dunia—Tapi Karena Kamu Tidak Bisa Melepaskannya,"May 15, 2026",6289,169,"98,7852",0,"4729,533",1020,"9,61"
ATPDYC2U38U,Rasa Hampa Itu Teguran — Tapi Kamu Terus Mengabaikannya,"Apr 9, 2026",6186,167,"101,9276",2,"2063,586",818,"7,46"
4iZHxoiq8xM,"Hidup Itu Mudah, Tapi Pikiran Kita Ribet! – Dr. Fahruddin Faiz","Apr 14, 2025",1611,155,"26,4231",1,"2530,047",1125,"6,22"
P8elJCe8kbc,Al-Asy’ari: Hidupmu Sudah Ditentukan… Lalu Buat Apa Berusaha?,"Jun 3, 2026",6617,154,"68,3823",0,"4790,92",1320,"7,2"
wtY_vNmt2iI,"Bukunya Dibakar, Ajarannya Dilarang — Siapa Takut Hamzah al-Fansuri?","Feb 20, 2026",6622,152,"69,2593",0,"4328,788",1639,"7,75"
sRpOBmixJC8,"Bebas Itu Pilihan! Latihlah Dirimu Melepas Beban, Hidup Jadi Lebih Ringan","May 12, 2026",6749,147,"102,6391",0,"3618,2",979,"8,38"
CiG2nHB3VvI,Reset Hidup ala Syekh Muhammad al-Ghazali: Rahasia Bahagia Sejati – Dr. Fahruddin Faiz,"Sep 5, 2025",6417,146,"106,2971",0,"6783,795",1091,"10,72"
bGvjZfZE7is,Erich Fromm: Mengapa Kita Merasa Asing dan Sepi di Dunia yang Ramai? – Dr. Fahruddin Faiz,"Jun 7, 2026",6528,130,"93,2329",1,"2016,011",1344,"6,47"
7-5SYLpfS0I,Jangan-Jangan Kamu Tertipu Amalmu Sendiri — Peringatan Imam Al-Ghazali,"Mar 6, 2026",6411,127,"59,4157",1,"3719,173",1801,"6,83"
tXf38ki3N0w,Filsafat Cahaya yang Membuatnya Dieksekusi — Kisah Suhrawardi Al-Maqtul,"Feb 19, 2026",7000,123,"81,8898",0,"4955,665",931,"11,6"
4D5FOjG9RRk,Apakah Sains Membuat Kita Kehilangan Makna Hidup?,"Dec 29, 2025",7400,123,"108,3844",0,"3685,176",924,"8,23"
1-Q1IQaip1g,Resiliensi Diri: Tetap Kuat di Tengah Hidup Penuh Ketidakpastian – Dr. Fahruddin Faiz,"Oct 13, 2025",6350,115,"45,8984",0,"3610,585",635,"12,28"
lnZYBpgRkZ8,Usia Hanya Angka: Rahasia Jiwa yang Tak Pernah Menua – Dr. Fahruddin Faiz,"Oct 17, 2025",6495,114,"87,796",0,"4428,821",1178,"7,98"
xAeP_rXTRiQ,Bebas dari yang Dikenal: Mengapa Hidup Kita Tidak Orisinil? Jiddu Krishnamurti – Dr. Fahruddin Faiz,"Jul 28, 2025",6538,113,"61,4238",1,"2678,968",788,"10,28"
5LzlHRH-P7M,Syukur: Jalan Sunyi Menuju Ketenteraman Batin – Dr. Fahruddin Faiz,"Apr 20, 2025",2131,110,"20,2533",0,"1592,897",1271,"7,4"
8wF27cyWJjk,Rahasia Tergelap Sufi: Mengapa Rabi’ah Menolak Surga & Neraka? – Dr. Fahruddin Faiz,"Dec 12, 2025",6049,108,"58,6657",0,"6200,241",894,"6,82"
sI3NIt9VZ5M,Kenapa Kita Sering Cemas? Imam Ghazali Menjawab,"Apr 23, 2026",6244,106,"74,1317",0,"2075,558",523,"7,65"
pSfQWtuzqVg,Rumus Sederhana Hidup Tenang – Dr. Fahruddin Faiz | Suara Filsuf,"May 5, 2025",60,102,"2,9298",0,"26,999",450,"3,11"
WDUBkz3yo34,Nur & Nalar: Mengapa Akal Tanpa Cahaya Ilahi Tak Pernah Cukup? – Dr. Fahruddin Faiz,"Aug 29, 2025",6766,97,"87,0082",0,"4418,983",1037,"7,81"
F_Y8S1XOlbc,Lelah dengan Kebisingan Dunia? Sedikit yang Cukup Ternyata Menyelamatkanmu,"Jul 2, 2026",6590,97,"50,7356",1,"23199,674",5815,"8,6"
rxlohIdRDHo,Kenapa Bung Karno Mengkritik “Islam Sontoloyo”? Banyak yang Salah Paham,"Apr 12, 2026",6974,94,"39,816",0,"1589,115",829,"9,65"
_6odXfcSF2Y,Penyakit Ini Ada Dalam Dirimu — Kata Sunan Bonang Paling Sulit Disembuhkan,"Feb 13, 2026",7269,88,"54,8571",0,"2159,255",855,"6,78"
wGQIBfQebpc,Patah Hati & Obat Sufi: Rahasia Menyembuhkan Luka Jiwa – Dr. Fahruddin Faiz,"Aug 15, 2025",6745,84,"63,9572",0,"5041,487",744,"9,54"
0eo-lNU6hr4,Ibadah Terasa Kosong: Kurang Amal atau Salah Kesadaran? – Dr. Fahruddin Faiz,"Jan 23, 2026",5549,80,"33,2634",0,"3170,383",450,"9,11"
yfKFKMvi6-E,Bangun Mental Baja! Kekuatan Filsafat untuk Hidup Penuh Percaya Diri – Dr. Fahruddin Faiz,"Apr 21, 2025",1594,79,"8,8127",0,"1138,217",545,"10,83"
pptq4g_4--U,Ciri Suara Hati Nurani yang Sering Kita Abaikan – Dr. Fahruddin Faiz,"Jun 17, 2025",42,79,"0,5165",2,"15,548",520,"3,46"
J122zpRINjc,Saat Pikiran Tak Pernah Diam — Apakah Ini Masalah Mental atau Jiwa?  – Dr. Fahruddin Faiz,"Jan 22, 2026",5368,79,"46,7342",1,"2902,286",509,"6,88"
1UoMoM55Ufg,Prasangka Diam-Diam Menghancurkan Hidupmu — Sadari Sebelum Terlambat!,"Aug 13, 2025",7147,76,"59,1493",0,"3381,948",495,"12,53"
hKPGwBEJCd8,Tan Malaka: “Indonesia Belum Merdeka!” Ucapan yang Mengguncang Sejarah – Fahruddin Faiz,"Aug 4, 2025",6179,74,"26,9226",0,"1082,407",759,"9,88"
-K-2ukv-eyE,RAHASIA AKHLAK NABI: Cara Menjadi Pribadi Agung seperti Rasulullah SAW – Dr. Fahruddin Faiz,"Nov 21, 2025",6827,71,"45,7629",2,"2023,421",721,"6,66"
vvGgLL_59Gw,Mulla Sadra: Benarkah Pikiranmu Menentukan Nasibmu di Akhirat?,"Apr 30, 2026",6753,70,"38,6007",0,"1396,601",411,"8,27"
G5Ra4fF6-VE,Kamu Lelah Karena Selama Ini Mengejar Hal yang Salah,"May 14, 2026",6679,70,"47,0821",0,"1595,472",541,"7,58"
L2r0Cwyc5nA,"Hidup Terlalu Berat? Rahasia Logoterapi, Tetap Bermakna di Tengah Penderitaan – Dr. Fahruddin Faiz","Oct 15, 2025",7405,69,"48,7453",0,"1176,842",486,"8,64"
AAdYkCM-es0,Konfusius: Stop Menyalahkan Orang Lain! Pelajaran Hidup yang Mengubah Segalanya – Dr. Fahruddin Faiz,"Sep 10, 2025",6436,59,"36,4623",0,"3794,245",477,"10,27"
9XC2y2jeu3w,Obat Hati Paling Mujarab: Qona’ah #shorts,"Jun 9, 2026",118,59,"1,4535",0,"12,662",174,"4,02"
G2QlwECESvU,Rahasia Mimpi: Jangan-Jangan Hidup Ini Hanya Tidur Panjang? – Dr. Fahruddin Faiz,"Nov 17, 2025",7285,56,"32,9275",0,"1275,368",388,"12,63"
lWYtYFiDoJQ,Banyak Orang Salah Jalan — Jangan Masuk Tasawuf Sebelum Tahu Ini — Syekh Abdus-Samad al-Falimbani,"Feb 7, 2026",7125,55,"32,182",0,"2190,731",469,"10,23"
aXUjn_O5KwE,Lelah Tapi Tak Tahu Kenapa? Rahasia Burnout di Era ‘You Can’ – Dr. Fahruddin Faiz,"Oct 8, 2025",5896,53,"24,6881",0,"2095,461",293,"12,29"
PI_S3GFZ8n0,Benarkah Zaman Edan Sudah Tiba? Ronggowarsito Mengungkap Kebenarannya! – Dr. Fahruddin Faiz,"May 18, 2025",2497,51,"13,9315",1,"380,615",482,"7,05"
bFpVDwuwhPo,FILSAFAT KENABIAN:Mengapa Allah Mengutus Nabi? Akal Manusia Ternyata Tak Cukup! – Dr. Fahruddin Faiz,"Nov 28, 2025",6763,50,"36,3897",0,"1505,195",358,"13,13"
ySCI-AXLxek,Kenapa Hidup Terasa Kosong dan Membosankan?,"May 20, 2026",6209,49,"19,8309",0,"265,01",292,"8,9"
r5a6etM2vCE,Sadar Diri Itu Kunci: Kita Hanyalah Manusia Biasa – Dr. Fahruddin Faiz | Suara Filsuf,"May 23, 2025",61,47,"0,1748",1,"14,135",248,"3,23"
1IkwOLBXk5U,Kunci Hidup Tenang ala Filsafat Stoik – Dr. Fahruddin Faiz | Suara Filsuf,"May 3, 2025",48,45,"0,2102",0,"6,775",177,"1,13"
YulSY730qR0,Nashiruddin at-Thusi: Perjalanan Menuju Allah – Bekal & Senjata Spiritualmu! | Dr. Fahruddin Faiz,"Jul 30, 2025",6679,44,"36,3052",0,"1556,975",248,"13,31"
t5OGPAx6Sxo,Perbedaan Minimalis dan Asketisme (Zuhud) #shorts,"Jun 2, 2026",78,43,"0,3386",0,"7,386",196,"2,04"
CYC0e08mq58,STOP MERASA HAMPA! Temukan Akar Krisis Spiritual & Jalan Kembali ke Makna Hidup – Dr. Fahruddin Faiz,"Nov 3, 2025",6155,42,"19,4056",0,"3348,415",276,"9,78"
annICPwf6yg,"RAHASIA RUMI TERUNGKAP: Dunia Hanya Kulit, Cinta adalah INTI DIRI MANUSIA! – Dr. Fahruddin Faiz","Dec 19, 2025",6917,42,"26,3332",0,"1749,99",276,"10,87"
Q3bfNYMXfa0,Amalmu Butuh Ikhlas #shorts,"Jun 3, 2026",56,41,"0,2153",0,"9,924",79,"3,8"
koXuaoQerr4,Kecerdasan Spiritual: Rahasia di Balik Hidup yang Penuh Makna – Dr. Fahruddin Faiz,"Aug 8, 2025",5839,41,"35,4152",0,"2153,229",347,"10,37"
EW6b0UbUTIs,Kenapa Angka Bisa Membuat Kita Merasa Alam Semesta Punya Makna? – Dr. Fahruddin Faiz,"Jan 5, 2026",6547,40,"34,3232",0,"2052,196",392,"10,46"
vqBzSssS11U,Hidup Memang Tidak Pasti #shorts,"May 28, 2026",26,40,"0,1624",0,"7,54",123,"6,5"
xQ0ZCjupvPI,"Makna Asli ""Menyiksa Diri"" Agar Tidak Manja #shorts","May 19, 2026",65,39,"0,531",0,"9,793",146,"4,79"
m90yK9s1bk0,Muhammad Iqbal: Kita Rajin Beribadah — Tapi Mengapa Tetap Minder dan Takut?,"May 7, 2026",6679,38,"23,9483",0,"113,759",194,"5,15"
F5DrNkPnDAE,Mengapa Kita Sulit Bahagia? Ini Jawaban Al-Farabi yang Dilupakan,"Mar 16, 2026",7031,38,"20,2036",0,"799,078",217,"9,68"
rp1ADKJDXVk,Hidup Terasa Berat? Stoikisme Punya Jawabannya – Dr. Fahruddin Faiz,"Jun 12, 2025",106,37,"1,0664",0,"9,458",304,"5,59"
xuQYFwm6y9M,Cara Bijak Menghadapi Orang Jahat & Tak Tahu Malu – Dr. Fahruddin Faiz,"Jun 3, 2025",135,37,"0,668",0,"17,791",166,"9,04"
2vZiYXOxvu8,Hakikat Manusia yang Benar-Benar Manusia – Dr. Fahruddin Faiz,"Oct 7, 2025",60,36,"0,2838",0,"9,005",157,"8,28"
HDc8wQ0bcTc,Saat Luka Tidak Lagi Menang #shorts,"May 30, 2026",129,35,"1,3268",0,"6,25",45,"2,22"
aXDgTeBzQQU,Sedulur Papat Limo Pancer: Rahasia Jiwa Manusia – Dr. Fahruddin Faiz,"Jun 23, 2025",95,35,"0,9865",0,"8,15",177,"1,69"
RUEky7Q7mtA,Filosofi Jawa ‘Wani Ngalah’: Kekuatan di Balik Sikap Mengalah – Dr. Fahruddin Faiz,"May 19, 2025",2373,34,"6,688",0,"337,084",500,"7,2"
YMl4dbebMY0,"Kadang kita berada di tengah banyak orang,
tapi tetap merasa tidak benar-benar dipahami.

Kita ikut","Jun 8, 2026",15,33,"0,1148",0,,0,
Pv235sqsq9g,Kenali Keunikanmu: Mengapa Kamu Berbeda dari Semua Orang? – Dr. Fahruddin Faiz,"Nov 12, 2025",6600,32,"42,1792",0,"1364,615",117,"11,11"
ykEOnMSZRfU,Hidup Saja Tak Cukup: Mengapa Kita Harus Terjaga (Yaqdhan)? – Dr. Fahruddin Faiz,"Aug 20, 2025",7261,32,"33,8274",0,"913,753",263,"8,37"
anZsgCcMo6s,Makin Banyak Teman Makin Sepi? Kata Aristoteles…,"May 17, 2026",6286,31,"20,7405",0,"879,877",345,"7,25"
gPpeK5xWi8w,"Abu Hanifah: Dicintai Umat, Dimusuhi Penguasa—Apa yang Sebenarnya Terjadi?","Apr 2, 2026",7366,31,"20,6907",0,"1114,069",359,"8,36"
OApdwmPZc3Q,Filsafat Kebebasan: Berhenti Jadi “BUDAK PATUH” dan Ikuti Suara Hatimu – Dr. Fahruddin Faiz,"Nov 24, 2025",6551,31,"24,6678",2,"1268,228",275,"8,36"
aqYQaGTUiFc,Apakah Peradaban Barat Akan Runtuh? Teori Spengler,"Mar 25, 2026",6581,31,"27,3887",0,"228,328",226,"8,85"
2coLUQTyN7k,"Terlalu Anti Negatifitas, Justru Jadi Tertekan – Dr. Fahruddin Faiz","Oct 16, 2025",160,30,"0,5097",0,"6,896",213,"7,51"
gg_p8Lkx2GM,"Haji Bukan Gelar, Tapi Jalan Pulang kepada Allah","May 22, 2026",6995,30,"10,0929",0,"480,119",252,"6,75"
8ABdVgy5s-Y,Alam Semesta Punya Aturan! Begini Kata Kaum Stoik – Dr. Fahruddin Faiz,"Jun 11, 2025",90,30,"0,2221",1,"7,842",166,"3,61"
9BeRrQTAGsA,Kenapa Rumahmu Terasa Seperti Penjara? #shorts,"May 21, 2026",51,30,"0,1894",0,"8,119",76,"10,53"
AE2Jbsb-8VA,Filsafat Puasa Gandhi: Lapar yang Jadi Senjata Perlawanan Tanpa Kekerasan – Dr. Fahruddin Faiz,"Sep 1, 2025",5708,29,"12,431",1,"1635,889",228,"13,16"
W_b16U9IXy4,10 Wejangan Sunan Kalijaga: Cara Menang Tanpa Pasukan & Kaya Tanpa Harta – Dr. Fahruddin Faiz,"Oct 29, 2025",7309,29,"29,4422",0,"665,911",289,"6,92"
lqqbOFkGIlY,"Kadang kita berada di tengah banyak orang,
tapi tetap merasa tidak benar-benar dipahami.

Kita ikut","Jun 8, 2026",15,28,"0,0334",0,,0,
eoKRgpLSSqU,"Takut Sendirian, Pasti Kesepian - Dr. Fahruddin Faiz | Suara Filsuf","May 17, 2025",35,27,"0,1079",0,"5,582",211,"4,27"
bY7h4IkPWkk,Capek Gak Bisa Tidur? Coba Puasa HP! #shorts,"May 24, 2026",39,27,"0,1539",0,"5,578",81,"4,94"
khfWw3kaKT8,Bukan Soal Pintar! Rahasia Psikologi Uang ala Morgan Housel – Dr. Fahruddin Faiz,"Aug 17, 2025",6452,27,"16,5464",0,"419,574",211,"13,27"
9p_P6M98xuY,Rahasia Paradoks Hedonisme: Kenapa Bahagia Malah Sulit Diraih? – Dr. Fahruddin Faiz,"Sep 15, 2025",6283,26,"16,6738",0,"1124,961",119,"15,13"
OmB57FOpWOM,Makna Sedulur Papat Limo Pancer – Siapa Dirimu Sebenarnya?,"Jun 27, 2025",176,26,"0,4179",0,"3,194",162,"0,62"
OnpgO_Zr_vk,Mengapa Kita Sulit Tenang? Ini Jawaban yang Tidak Nyaman,"Mar 19, 2026",6608,26,"16,6909",0,"1013,491",197,"8,12"
XaChyl8SRZY,Hidup Apa Senangnya? #shorts,"May 28, 2026",116,26,"0,2026",0,"5,129",44,"2,27"
i60i0P5W1Lc,"Kita Mengaku Rasional, Tapi Mengapa Takut Mengkritik Ilmu? – Dr. Fahruddin Faiz","Jan 7, 2026",6578,26,"13,7835",0,"597,275",152,"14,47"
Y7ksFroHra8,"Filsafat Identitas Diri: Jangan Cari Dirimu, Tapi Ciptakan Dirimu Sendiri – Dr. Fahruddin Faiz","Sep 22, 2025",7172,24,"25,0944",0,"975,238",147,"14,29"
7gM1z3Lqq-Y,Menua Bahagia: Rahasia Hidup Tenang di Usia Senja – Dr. Fahruddin Faiz,"Oct 6, 2025",6410,23,"17,6039",0,"453,302",139,"16,55"
iupDh9ka9L4,Mengapa Filsafat Justru Perintah Agama?,"Mar 26, 2026",6879,23,"10,2455",0,"1045,914",177,"9,6"
6cbT8wGZb78,BERHENTI JADI DOMBA! Rahasia Mengendalikan Herd Mentality di Era Digital – Dr. Fahruddin Faiz,"Oct 20, 2025",6237,23,"13,8775",0,"264,959",199,"10,55"
Sha4YsmLNGA,Ikhlas Bukan Sekadar Merelakan #shorts,"Jun 1, 2026",54,23,"0,1258",0,"6,124",58,"3,45"
RAl6b-OLhWU,Jangan Cari Bahagia di Pernikahan #shorts,"Jun 30, 2026",58,23,"0,0665",0,"50,701",327,"6,12"
czmJJykw-O0,5 Kunci Mengalahkan Ego untuk Hidup Tenang & Sehat Secara Spiritual – Dr. Fahruddin Faiz,"Oct 24, 2025",4361,22,"6,4683",0,"254,001",154,"10,39"
OtXQRzyzMoQ,Zuhud Bukan Berarti Harus Miskin! #shorts,"May 17, 2026",51,22,"0,1383",0,"4,487",91,"3,3"
i5ykHIbNFGQ,Jangan Benci Dirimu Sendiri #shorts,"May 26, 2026",48,21,"0,0976",0,"3,898",36,0
P-3lZ8lFz_g,Hidup Tenang ala Stoik: Kendali Diri Marcus Aurelius – Dr. Fahruddin Faiz,"Jun 9, 2025",101,21,"0,2295",0,"4,429",143,"1,4"
nz__TrBzzmY,Mengapa Hidup Terasa Begitu Berat?,"May 27, 2026",4251,21,"12,1889",0,"314,176",279,"2,15"
i-PWxYUL84I,Einstein: Mengapa Imajinasi Lebih Berharga daripada Pengetahuan? – Dr. Fahruddin Faiz,"Jan 12, 2026",5731,20,"5,5031",0,"154,634",192,"5,21"
FiF2QCzYsKw,Ganti Judul Lukamu #shorts,"May 27, 2026",78,20,"0,1471",0,"4,012",29,"3,45"
qZPAQr2M73U,Waskito: Ketajaman Batin yang Tak Bisa Dibohongi,"Jun 26, 2025",88,19,"0,2267",0,"3,448",95,"5,26"
g76_2J06BOM,Kenapa Disebut Al-Ikhlas? #shorts,"May 25, 2026",56,19,"0,0872",0,"2,63",27,0
uQKcvpfEx1A,Sabar dan Syukur: Dua Kunci Utama Kehidupan #shorts,"May 16, 2026",41,19,"0,1163",0,"3,597",20,5
JwznEX9FlzU,MENGAPA KITA MENDERITA? Jawaban Mengejutkan dari Nietzsche untuk HIDUP MODERN – Dr. Fahruddin Faiz,"Nov 19, 2025",5444,18,"7,3944",2,"1055,485",162,"6,17"
LDODbKcE7gc,Cinta kepada Allah: Rahasia Bahagia Sejati – Dr. Fahruddin Faiz,"Sep 19, 2025",6789,17,"8,2992",0,"7154,135",141,"10,64"
GZ8zT93csSs,"Mursyid Tak Terlihat, Tapi Menuntunmu Diam-Diam  – Dr. Fahruddin Faiz","Jul 3, 2025",36,17,"0,0455",0,"3,476",103,"7,77"
9H3FhGV-ggc,Ternyata Proyek Terbesar Manusia Dimulai Sejak Bayi! – Pendidikan Montessori oleh Dr. Fahruddin Faiz,"Jul 23, 2025",6889,17,"8,6899",0,"499,899",119,"10,08"
oV__YAECwPs,Hidupmu Terasa Buntu? Ini Cara Bangkit dan Temukan Arah Baru! – Dr. Fahruddin Faiz,"May 15, 2025",2758,17,"4,3057",0,"409,037",278,"5,76"
4afDxc2Mu-o,Hidup Hanya Mampir Minum: Jangan Terjebak di Tempat Transit! #shorts,"May 23, 2026",48,17,"0,0963",0,"4,884",51,"3,92"
eGN2v-v2AwU,Heroisme Itu Sudah Hilang Hari Ini #shorts,"May 3, 2026",28,17,"0,0659",0,"3,376",71,"1,41"
50dc1UaQUi4,Jangan Asal Pilih Guru! Ini Nasihat Bijak dari Raja Jawa – Dr. Fahruddin Faiz,"Jun 14, 2025",80,17,"0,1775",0,"3,271",129,"3,1"
3C4w3dRXycA,Mehmed II : Mengapa Ia Disebut Sebaik-Baik Pemimpin? Apa Rahasianya?,"Apr 21, 2026",7171,16,"8,1583",0,"56,589",81,"2,47"
Uo8Wn1KoqTE,Masih Cinta tapi Lelah — Salah Hubungannya atau Cara Mencintaimu? – Dr. Fahruddin Faiz,"Jan 29, 2026",6624,16,"6,0246",0,"169,523",148,"7,43"
