Content,Video title,Video publish time,Duration,Views,Watch time (hours),Subscribers,Estimated revenue (IDR),Impressions,Impressions click-through rate (%)
PI_S3GFZ8n0,Benarkah Zaman Edan Sudah Tiba? Ronggowarsito Mengungkap Kebenarannya! – Dr. Fahruddin Faiz,"May 18, 2025",2497,83,"18,8731",2,"439,881",671,"7,3"
sI3NIt9VZ5M,Kenapa Kita Sering Cemas? Imam Ghazali Menjawab,"Apr 23, 2026",6244,83,"48,2954",0,"1962,882",377,"8,75"
bFpVDwuwhPo,FILSAFAT KENABIAN:Mengapa Allah Mengutus Nabi? Akal Manusia Ternyata Tak Cukup! – Dr. Fahruddin Faiz,"Nov 28, 2025",6763,81,"55,6995",0,"1960,886",454,"11,23"
G5Ra4fF6-VE,Kamu Lelah Karena Selama Ini Mengejar Hal yang Salah,"May 14, 2026",6679,80,"45,775",0,"640,773",526,"9,13"
lWYtYFiDoJQ,Banyak Orang Salah Jalan — Jangan Masuk Tasawuf Sebelum Tahu Ini — Syekh Abdus-Samad al-Falimbani,"Feb 7, 2026",7125,73,"41,4928",0,"1991,825",585,"7,69"
EQq3qrCz4LI,Ramai Tapi Sepi #shorts,"Jun 25, 2026",50,70,"0,4459",0,"10,797",139,"4,32"
iQDo9PoqQcw,Kenapa Batinmu Burn Out #shorts,"Jun 23, 2026",52,70,"0,3685",0,"11,814",140,"7,14"
xuQYFwm6y9M,Cara Bijak Menghadapi Orang Jahat & Tak Tahu Malu – Dr. Fahruddin Faiz,"Jun 3, 2025",135,68,"0,6463",0,"15,925",198,"6,06"
0eo-lNU6hr4,Ibadah Terasa Kosong: Kurang Amal atau Salah Kesadaran? – Dr. Fahruddin Faiz,"Jan 23, 2026",5549,62,"26,325",0,"954,726",442,"7,92"
EW6b0UbUTIs,Kenapa Angka Bisa Membuat Kita Merasa Alam Semesta Punya Makna? – Dr. Fahruddin Faiz,"Jan 5, 2026",6547,61,"38,8933",0,"1142,706",491,"10,39"
bGvjZfZE7is,Erich Fromm: Mengapa Kita Merasa Asing dan Sepi di Dunia yang Ramai? – Dr. Fahruddin Faiz,"Jun 7, 2026",6528,59,"43,0698",0,"988,413",420,10
r5a6etM2vCE,Sadar Diri Itu Kunci: Kita Hanyalah Manusia Biasa – Dr. Fahruddin Faiz | Suara Filsuf,"May 23, 2025",61,58,"0,2839",0,"7,583",268,"1,87"
G2QlwECESvU,Rahasia Mimpi: Jangan-Jangan Hidup Ini Hanya Tidur Panjang? – Dr. Fahruddin Faiz,"Nov 17, 2025",7285,57,"35,0383",0,"1275,613",381,"9,97"
annICPwf6yg,"RAHASIA RUMI TERUNGKAP: Dunia Hanya Kulit, Cinta adalah INTI DIRI MANUSIA! – Dr. Fahruddin Faiz","Dec 19, 2025",6917,56,"37,1138",0,"660,727",382,"9,69"
aXUjn_O5KwE,Lelah Tapi Tak Tahu Kenapa? Rahasia Burnout di Era ‘You Can’ – Dr. Fahruddin Faiz,"Oct 8, 2025",5896,56,"26,4697",0,"2086,705",309,"15,21"
rp1ADKJDXVk,Hidup Terasa Berat? Stoikisme Punya Jawabannya – Dr. Fahruddin Faiz,"Jun 12, 2025",106,55,"2,1463",0,"10,596",310,"6,77"
aXDgTeBzQQU,Sedulur Papat Limo Pancer: Rahasia Jiwa Manusia – Dr. Fahruddin Faiz,"Jun 23, 2025",95,53,"1,6078",0,"5,935",217,"3,69"
ykEOnMSZRfU,Hidup Saja Tak Cukup: Mengapa Kita Harus Terjaga (Yaqdhan)? – Dr. Fahruddin Faiz,"Aug 20, 2025",7261,53,"33,5568",0,"1993,716",401,"6,73"
OApdwmPZc3Q,Filsafat Kebebasan: Berhenti Jadi “BUDAK PATUH” dan Ikuti Suara Hatimu – Dr. Fahruddin Faiz,"Nov 24, 2025",6551,50,"28,9887",0,"1244,614",370,"9,46"
yfKFKMvi6-E,Bangun Mental Baja! Kekuatan Filsafat untuk Hidup Penuh Percaya Diri – Dr. Fahruddin Faiz,"Apr 21, 2025",1594,48,"7,1567",0,"343,265",400,"8,75"
vvGgLL_59Gw,Mulla Sadra: Benarkah Pikiranmu Menentukan Nasibmu di Akhirat?,"Apr 30, 2026",6753,48,"16,2608",0,"84,909",291,"4,47"
ySCI-AXLxek,Kenapa Hidup Terasa Kosong dan Membosankan?,"May 20, 2026",6209,47,"15,6554",0,"845,015",324,"9,88"
koXuaoQerr4,Kecerdasan Spiritual: Rahasia di Balik Hidup yang Penuh Makna – Dr. Fahruddin Faiz,"Aug 8, 2025",5839,47,"22,3731",0,"614,214",408,"7,6"
2vZiYXOxvu8,Hakikat Manusia yang Benar-Benar Manusia – Dr. Fahruddin Faiz,"Oct 7, 2025",60,46,"0,3217",0,"7,994",153,"6,54"
OmB57FOpWOM,Makna Sedulur Papat Limo Pancer – Siapa Dirimu Sebenarnya?,"Jun 27, 2025",176,45,"0,9367",0,"10,679",165,"3,64"
anZsgCcMo6s,Makin Banyak Teman Makin Sepi? Kata Aristoteles…,"May 17, 2026",6286,45,"31,132",0,"728,026",397,"8,82"
364ZQ1u92aM,Tanda Imanmu Kuat: Tidak Mudah Panik! #shorts,"Jun 13, 2026",35,43,"0,2163",0,"8,433",66,"10,61"
P8elJCe8kbc,Al-Asy’ari: Hidupmu Sudah Ditentukan… Lalu Buat Apa Berusaha?,"Jun 3, 2026",6617,43,"21,7269",0,"949,326",397,"6,05"
B-1hXzeJ0sU,Jangan Terlanjur Rusak #shorts,"Jun 20, 2026",54,42,"0,2355",0,"5,859",80,"1,25"
oQEIpf__V_M,Sukses Tapi Batin Kosong #shorts,"Jun 16, 2026",63,41,"0,378",0,"5,674",147,"6,8"
eKaPILzRFkQ,Akun Palsumu Adalah Dirimu yang Asli #shorts,"Jun 21, 2026",40,41,"0,21",0,"7,479",129,"0,78"
YulSY730qR0,Nashiruddin at-Thusi: Perjalanan Menuju Allah – Bekal & Senjata Spiritualmu! | Dr. Fahruddin Faiz,"Jul 30, 2025",6679,40,"28,9271",0,"419,311",273,"9,89"
wuhKJXBpZuw,Bahagia ala Stoik: Nasihat Bijak Marcus Aurelius | Dr. Fahruddin Faiz,"Jun 10, 2025",89,40,"0,4365",0,"9,416",146,"2,74"
khfWw3kaKT8,Bukan Soal Pintar! Rahasia Psikologi Uang ala Morgan Housel – Dr. Fahruddin Faiz,"Aug 17, 2025",6452,38,"16,9486",0,"1205,32",316,"9,49"
9y48rso40So,Tua Tapi Tetap Bahagia?Ini 3 Kunci Keberuntungan Hidup – Dr. Fahruddin Faiz,"Apr 16, 2025",1414,37,"7,5815",0,"1389,097",317,"3,15"
W_b16U9IXy4,10 Wejangan Sunan Kalijaga: Cara Menang Tanpa Pasukan & Kaya Tanpa Harta – Dr. Fahruddin Faiz,"Oct 29, 2025",7309,37,"24,6999",0,"263,594",251,"5,98"
1IkwOLBXk5U,Kunci Hidup Tenang ala Filsafat Stoik – Dr. Fahruddin Faiz | Suara Filsuf,"May 3, 2025",48,37,"0,1384",0,"7,224",178,"0,56"
gg_p8Lkx2GM,"Haji Bukan Gelar, Tapi Jalan Pulang kepada Allah","May 22, 2026",6995,36,"28,1963",0,"431,184",328,"7,32"
aqYQaGTUiFc,Apakah Peradaban Barat Akan Runtuh? Teori Spengler,"Mar 25, 2026",6581,36,"19,3877",0,"313,409",253,"4,74"
Pv235sqsq9g,Kenali Keunikanmu: Mengapa Kamu Berbeda dari Semua Orang? – Dr. Fahruddin Faiz,"Nov 12, 2025",6600,36,"44,623",0,"866,391",153,"11,11"
Uo8Wn1KoqTE,Masih Cinta tapi Lelah — Salah Hubungannya atau Cara Mencintaimu? – Dr. Fahruddin Faiz,"Jan 29, 2026",6624,34,"13,3941",0,"1986,153",254,"8,27"
xQ0ZCjupvPI,"Makna Asli ""Menyiksa Diri"" Agar Tidak Manja #shorts","May 19, 2026",65,34,"0,3262",0,"8,836",148,"9,46"
GZ8zT93csSs,"Mursyid Tak Terlihat, Tapi Menuntunmu Diam-Diam  – Dr. Fahruddin Faiz","Jul 3, 2025",36,34,"0,1157",0,"4,778",102,"6,86"
i60i0P5W1Lc,"Kita Mengaku Rasional, Tapi Mengapa Takut Mengkritik Ilmu? – Dr. Fahruddin Faiz","Jan 7, 2026",6578,33,"25,3108",0,"368,6",187,"10,16"
OnpgO_Zr_vk,Mengapa Kita Sulit Tenang? Ini Jawaban yang Tidak Nyaman,"Mar 19, 2026",6608,32,"19,7652",0,"83,149",164,"6,1"
Y7ksFroHra8,"Filsafat Identitas Diri: Jangan Cari Dirimu, Tapi Ciptakan Dirimu Sendiri – Dr. Fahruddin Faiz","Sep 22, 2025",7172,31,"27,3273",0,"743,685",198,"11,11"
8ABdVgy5s-Y,Alam Semesta Punya Aturan! Begini Kata Kaum Stoik – Dr. Fahruddin Faiz,"Jun 11, 2025",90,31,"0,4373",0,"5,628",126,"1,59"
m90yK9s1bk0,Muhammad Iqbal: Kita Rajin Beribadah — Tapi Mengapa Tetap Minder dan Takut?,"May 7, 2026",6679,31,"21,0029",0,"84,138",222,"1,8"
eoKRgpLSSqU,"Takut Sendirian, Pasti Kesepian - Dr. Fahruddin Faiz | Suara Filsuf","May 17, 2025",35,31,"0,1558",0,"4,422",195,"4,1"
gPpeK5xWi8w,"Abu Hanifah: Dicintai Umat, Dimusuhi Penguasa—Apa yang Sebenarnya Terjadi?","Apr 2, 2026",7366,30,"18,6184",0,"266,085",304,"8,22"
6cbT8wGZb78,BERHENTI JADI DOMBA! Rahasia Mengendalikan Herd Mentality di Era Digital – Dr. Fahruddin Faiz,"Oct 20, 2025",6237,29,"10,5033",0,"185,362",217,"10,14"
nz__TrBzzmY,Mengapa Hidup Terasa Begitu Berat?,"May 27, 2026",4251,29,"16,1236",0,"1145,764",301,"6,64"
i-PWxYUL84I,Einstein: Mengapa Imajinasi Lebih Berharga daripada Pengetahuan? – Dr. Fahruddin Faiz,"Jan 12, 2026",5731,29,"11,2024",0,"412,973",221,"4,52"
gt7dBCg57SM,Setiap Orang Punya Perangnya #shorts,"Jun 18, 2026",44,28,"0,1243",0,"4,274",63,0
RUEky7Q7mtA,Filosofi Jawa ‘Wani Ngalah’: Kekuatan di Balik Sikap Mengalah – Dr. Fahruddin Faiz,"May 19, 2025",2373,28,"4,5376",0,"241,377",465,"4,3"
CYC0e08mq58,STOP MERASA HAMPA! Temukan Akar Krisis Spiritual & Jalan Kembali ke Makna Hidup – Dr. Fahruddin Faiz,"Nov 3, 2025",6155,27,"8,3935",0,"202,692",308,"4,87"
oMye_bOh62Y,"Cuma 1 Cara agar Hatimu Tetap Tenang, Kapan pun & Di Mana pun – Dr. Fahruddin Faiz","Apr 22, 2025",2279,27,"7,7193",0,"423,771",319,"5,96"
Mu_6diZ285k,Rahasia Hidup Sederhana: Jalan Asketisisme yang Membawa Kedamaian – Dr. Fahruddin Faiz,"Sep 29, 2025",6252,26,"15,8743",0,"333,239",227,"10,13"
q-5F2Wng2PY,Cinta Posesif: Pandangan Filosofi Eksistensial – Dr. Fahruddin Faiz,"May 1, 2025",51,25,"0,1308",0,"2,879",208,"0,48"
ARXkGlehsiw,Fokusmu Sedang Dicuri #shorts,"Jun 19, 2026",60,25,"0,2118",0,"4,923",90,"1,11"
F5DrNkPnDAE,Mengapa Kita Sulit Bahagia? Ini Jawaban Al-Farabi yang Dilupakan,"Mar 16, 2026",7031,24,"13,1081",0,"182,476",201,"6,47"
oV__YAECwPs,Hidupmu Terasa Buntu? Ini Cara Bangkit dan Temukan Arah Baru! – Dr. Fahruddin Faiz,"May 15, 2025",2758,24,"4,8735",0,"364,079",273,"7,33"
hIF1cEgtvHs,Cicero & Seni Menua: Rahasia Hidup Tenang di Usia Senja – Dr. Fahruddin Faiz,"Sep 26, 2025",6061,24,"15,4606",0,"1768,361",180,"8,89"
3WE9d673LXM,Ulama Ini Mengubah Cara Orang Mendekat pada Tuhan — Hikmah Kiai Sholeh Darat As-Samarani,"Feb 12, 2026",7109,23,"11,0902",0,"176,902",198,"9,6"
7gM1z3Lqq-Y,Menua Bahagia: Rahasia Hidup Tenang di Usia Senja – Dr. Fahruddin Faiz,"Oct 6, 2025",6410,23,"18,1214",0,"484,821",182,"10,44"
9p_P6M98xuY,Rahasia Paradoks Hedonisme: Kenapa Bahagia Malah Sulit Diraih? – Dr. Fahruddin Faiz,"Sep 15, 2025",6283,23,"12,8597",0,"1621,73",165,"9,7"
bY7h4IkPWkk,Capek Gak Bisa Tidur? Coba Puasa HP! #shorts,"May 24, 2026",39,22,"0,1429",0,"3,547",78,"6,41"
YaqPMTEc18A,Nikah Bisa Jadi Haram? #shorts,"Jun 11, 2026",73,21,"0,1505",0,"3,036",47,0
1tB76qa_QUI,Ziauddin Sardar: Hidup di Zaman Kekacauan & Post-Normal Times – Dr. Fahruddin Faiz,"Sep 24, 2025",6113,21,"17,5903",0,"1038,106",152,"11,84"
LDODbKcE7gc,Cinta kepada Allah: Rahasia Bahagia Sejati – Dr. Fahruddin Faiz,"Sep 19, 2025",6789,21,"10,9221",0,"211,593",132,"12,12"
