Content,Video title,Video publish time,Duration,Views,Watch time (hours),Subscribers,Estimated revenue (IDR),Impressions,Impressions click-through rate (%)
19OQG0U1oTc,Filsafat Cinta: Gibran Mengajarkan Cara Mencintai Tanpa Memiliki | Dr. Fahruddin Faiz,"Jun 7, 2025",3054,64,"20,9276",0,"1516,765",448,"10,49"
YczMzjA9lIY,Kenapa Kita Haus Validasi Sosial? Cara Filsafat Mengatasi “Status Anxiety” – Dr. Fahruddin Faiz,"Nov 2, 2025",2687,50,"10,4102",1,"434,66",579,"6,56"
pqd02lWgZik,Pernikahan: Perjanjian Agung #shorts,"Jul 26, 2026",101,42,"0,1633",0,"3,306",43,"2,33"
r1iSkoihius,Cara Bijak Menghadapi Orang Jahat - Dr. Fahruddin Faiz,"Jun 3, 2025",135,22,"0,2614",0,"4,103",74,"2,7"
cgaueCaSWQM,Tak Perlu Gengsi! Inilah Jalan Hidup Tenang Bebas dari Kecemasan Sosial  – Dr. Fahruddin Faiz,"Jul 23, 2025",2711,21,"4,0853",0,"173,098",217,"5,07"
IXPx6LL6wPc,Salah Pilih vs Terlambat Menikah #shorts,"Jun 30, 2026",47,15,"0,0304",0,"7,286",91,0
G26aXBGeMXM,Dr. Sutomo: Mengapa Lulusan Terbaik Justru Jadi “Buruh Intelektual”? – Dr. Fahruddin Faiz,"Jun 16, 2026",3021,11,"2,616",0,"59,147",50,4
2bWuAfCVs0o,Bahagia & Derita Menurut Kaum Stoik | Dr. Fahruddin Faiz #Shorts,"Jun 18, 2025",90,10,"0,072",0,"2,499",21,"4,76"
wAb46hk1DL8,Jangan Overthinking! Cara Ibnu Sina Menyembuhkan Penyakit Pikiran – Dr. Fahruddin Faiz,"Oct 22, 2025",2991,10,"3,0702",0,"90,218",197,"4,06"
Q70R3P23Ds4,Mengapa Orang Persia Kuno Lebih Tenang dari Kita? 3 Prinsip yang Terlupakan,"Jan 23, 2026",5245,9,"4,7282",0,"113,102",35,"8,57"
XYibJGEeP58,Rahasia Berhenti Merusak Diri Setelah Banyak Salah – Dr. Fahruddin Faiz,"Jul 28, 2026",2813,7,"3,3899",0,,120,"2,5"
orYUpJzdtGc,Pikiran Kita yang Bikin Hidup Rumit – Dr. Fahruddin Faiz,"May 16, 2025",1611,7,"0,8538",0,"17,511",18,"16,67"
Rd2gaxziO_w,Hati Terasa Hampa… Apakah Ini Krisis Spiritual? – Dr. Fahruddin Faiz,"Jul 23, 2026",2411,6,"2,1176",0,"151,826",111,"7,21"
VTWeSNYzIQo,Sedulur Papat: Saudara Spiritual Sejak Lahir #shorts,"Jun 25, 2025",95,6,"0,068",0,"5,598",32,0
V0pztNMcfeA,Bahagia Tanpa Bergantung Orang Lain – Dr. Fahruddin Faiz,"Jul 2, 2025",3390,5,"1,9173",0,"43,343",54,"1,85"
1GhwTsQeAIk,Berhenti Merusak Dirimu #shorts,"Jun 20, 2026",61,4,"0,0065",0,"5,598",23,0
OnTJqhWvztY,Makna Sedulur Papat: Rahasia Spiritual dari Dalam Diri #shorts,"Jun 27, 2025",176,4,"0,1372",0,"5,254",34,0
WIDKgAI_A7I,Dengarkan Hatimu: Suara Paling Jujur dalam Hidup #shorts,"Jun 27, 2026",43,4,"0,0156",0,"5,272",40,0
Hpnt0eyqiFU,Sadar Diri Itu Kunci Hidup #shorts,"Nov 10, 2025",125,4,"0,0839",0,"5,757",23,"8,7"
PgWMhxkCMVg,Rumus Ajaib Cinta #shorts,"Jul 24, 2026",56,3,"0,015",0,"10,419",35,0
hx__1BcrOP4,Rahasia Orang-Orang yang Tetap Tenang Meskipun Hidupnya Sulit,"May 11, 2026",3255,3,"0,8104",0,"128,016",32,"9,38"
k0Oy7aLHuPY,Merangkul Kesendirian: Cara Tenang Hadapi Hidup – Dr. Fahruddin Faiz,"Jun 28, 2025",3348,3,"0,6857",0,"2,443",9,"11,11"
sFNRJ9JimyU,Jiwamu Ingin Bersih? Hindari Ambisi – Dr. Fahruddin Faiz,"Jun 7, 2025",61,3,"0,0181",0,"5,29",7,0
ocAtIEqaNsQ,Mengenal Diri: Awal Segala Kebijaksanaan #shorts,"Nov 8, 2025",40,3,"0,0064",0,"4,949",8,0
m3LTX0x1Zhg,Tanda Kamu Sedang Dipandu Mursyid Sejati #shorts,"Jul 22, 2025",36,3,"0,0053",0,"5,272",8,0
thuiM65CgTg,Banyak Orang Pintar… Tapi Mengapa Hidupnya Kacau?,"Apr 6, 2026",1579,3,"1,3158",0,3,21,0
ptyYQfLPzB4,"Kebaikan Kecil, Dampak Besar — Rahasia “Hukum Sebab-Akibat” dalam Islam","Mar 1, 2026",2579,3,"0,2537",0,"6,359",19,0
PNUWxm3VVvI,Seni Tahu Diri: Mengapa Kebaikanmu Bisa Jadi Racun – Fahruddin Faiz,"Jan 2, 2026",3110,2,"1,0348",0,,10,0
AiaUzryZdcE,Story Gus Kautsar - Hindari PEREMPUAN ini Sebagai PENDAMPING #santrikyai #shorts,"Nov 19, 2024",44,2,"0,0036",0,"0,61",3,"33,33"
vlrlss4R46Y,Guru Sejati Ada di Dalam Dirimu – Renungan Filsafat dari Dr. Fahruddin Faiz,"Jul 21, 2025",3072,2,"0,1177",0,"10,498",16,"12,5"
8uuSnIn3BZ4,Musuh Terbesarmu Adalah Pikiranmu Sendiri #shorts,"Jun 22, 2025",164,2,"0,0212",0,"7,485",5,20
wzJXulwmx9Y,Kenapa Hidup Terasa Serbasalah #shorts,"Jun 19, 2026",46,2,"0,0136",0,"4,967",22,"4,55"
unwrLg65NY8,Kebijaksanaan Stoik Marcus Aurelius | Dr. Fahruddin Faiz #Shorts,"Jun 12, 2025",101,2,"0,0003",0,"0,286",24,0
QQ4NPnTn5bE,Syukur: Kunci Bahagia yang Sering Kita Abaikan - Dr. Fahruddin Faiz,"May 19, 2025",49,2,"0,0062",0,"0,972",13,0
4Vpy0S42PYs,Kamu Bisa Berbuat Baik… Tapi Tetap Tidak Bermoral,"Apr 13, 2026",1541,2,0,0,,34,0
KQdsLG9H94E,Tugas Utama Manusia Menurut Stoik | Dr. Fahruddin Faiz #Shorts,"Jun 17, 2025",106,1,"0,0005",0,,7,0
oTUZRTCUz-0,Ia Menguasai 41 Bahasa… Lalu Menghilang dari Dunia — Sosrokartono,"Mar 4, 2026",2299,1,"0,0086",0,,15,0
GV7AagagPlk,Ana Al-Haq Bukan Mengaku Tuhan — Lalu Mengapa Ia Dianggap Berbahaya?,"Feb 1, 2026",4339,1,"0,2508",0,,14,0
f4_sNjK3cAQ,"Gus Kautsar Terbaru, Orang Yang Beruntung dan Rugi #santrikyai #guskautsar","Jul 4, 2024",59,1,"0,0016",0,"0,288",2,0
ZReV5o-uArM,"Menguak Rahasia Tarekat: Mursyid, Penuntun di Jalan Batin – Dr. Fahruddin Faiz","Jul 7, 2025",4191,1,"0,0052",0,"0,826",6,"16,67"
l8wQ-gj8gx0,Ingin Jiwamu Bersih? Hindari 2 Hal Ini! - Dr. Fahruddin Faiz,"Jun 9, 2025",53,1,"0,0012",0,"4,949",2,0
5TTXNALjI1w,Stoikisme dan Jiwa Manusia | Dr. Fahruddin Faiz #Shorts,"Jun 19, 2025",89,1,"0,0007",0,,4,0
roc-v_iRZQU,Mengapa Cinta Selalu Bersama Penderitaan? Rahasia Filsafat Hati Manusia – Dr. Fahruddin Faiz,"Nov 23, 2025",3022,1,"0,4008",0,,8,0
Tj4i3rvakLY,Mengapa Hidup Terasa Hampa Padahal Kita Tidak Kekurangan – Dr. Fahruddin Faiz,"Jun 18, 2026",1874,1,"0,5205",0,"345,244",43,"2,33"
lZTNPeDqWSE,Spiritual Blockers : 10 Hal yang Diam-diam Menghancurkan Amalmu,"May 8, 2026",2488,1,"0,6889",0,,32,0
yf9eisvon2M,"Rasa Cinta Itu Anugerah, Bukan Kelemahan #shorts","Jul 17, 2025",139,1,"0,001",0,,5,0
Wb_Xml6GyHM,"Tanpa Ini, Hidupmu Kosong dan Hampa #shorts","Jun 23, 2025",143,1,"0,0015",0,"4,949",10,0
Mk3NQJ0D0-M,Rumus En-6: Cara Hidup Tenang Tanpa Terbebani Pikiran – Fahruddin Faiz,"Jan 5, 2026",2619,1,"0,0059",0,,8,0
59rxTj7EEsE,Apakah Hidupmu Bagian dari Rencana Besar? Teosofi,"Feb 26, 2026",2268,1,"0,0089",0,"51,011",8,"12,5"
RKRH4vrOHCQ,Jangan Kotori Jiwamu dengan Kemarahan - Dr. Fahruddin Faiz,"Jun 8, 2025",66,1,"0,0002",0,,1,0
0a7RsPwS9s0,GUS BAHA : SISTEM PERADILAN DI INDONESIA #santrikyai #gusbaha #gusbahaterbaru #motivasisangkyai,"May 20, 2024",55,0,0,0,,0,
bCHBNe9ZUi8,"Story GUS THUBA ""NASEHAT GUS THUBA UNTUK PENDAKWAH"" #santrikyai #shorts","Jan 8, 2025",90,0,0,0,,0,
poDCtMSr4e0,GUS BAHA : MENJAGA UKUWAH #santrikyai #gusbaha #gusbahaterbaru #motivasihidup,"May 21, 2024",59,0,0,0,,0,
1J9qAl7li7k,Story Gus Kautsar | Manyala Gus #santrikyai #shorts,"Nov 1, 2024",28,0,0,0,,1,0
d13aDP7Ldoo,"Gus Kautsar ""Anak Muda Gaya Starbucks"" #santrikyai #shorts","Dec 20, 2024",59,0,0,0,,0,
VkWfSPN0yBQ,"Shorts Gus Iqdam ""Kerja Ya Kerja Tapi Jangan Meninggalkan Ngaji"" #santrikyai #shorts","Dec 11, 2024",60,0,0,0,,0,
sopr9sjFMPI,"Story Ustadzah Syifa Nurfhadhilah ""GOLONGAN PEREMPUAN Yang Bukan AHLI SURGA"" #santrikyai #shorts","Jan 1, 2025",24,0,0,0,,1,0
_u8Z8X2T8Mg,"""Popularitas: Jebakan Batin"" Story Gus Baha #santrikyai #shorts","Jan 10, 2025",58,0,0,0,,0,
4Z_o6zoaa8Y,Story Ustadz Hanan Ataki - Di Setiap Rasa Sakit Ada Pelajaran #santrikyai #shorts,"Dec 3, 2024",54,0,0,0,,0,
M3XOSQW5YR8,Story Gus Kautsar - Mental Kaya Hanya di Miliki Hamba Tuhan #santrikyai #shortvideo,"Nov 30, 2024",54,0,0,0,,0,
79clfawBYYw,"Story Gus Kautsar ""Perempuan Ketika Dilamar"" #santrikyai #shorts","Dec 14, 2024",41,0,0,0,,1,0
w48jPTQZrU8,Orang Cerdas Tanpa Moral Lebih Berbahaya,"Apr 20, 2026",1520,0,0,0,,33,0
sw6gTmsq8Is,Story Gus Kautsar | Takdir Terbaik Gus E #santrikyai #shorts,"Nov 16, 2024",28,0,0,0,,0,
z3DA2mvexkc,Story Gus Kautsar - Kehebatannya Ulama Nusantara #santrikyai #guskautsar,"Aug 16, 2024",59,0,0,0,,0,
DwMN0mVm39I,Story Gus Iqdam - Kamu Harus Memiliki Jiwa Petarung #santrikyai #shorts,"Dec 7, 2024",53,0,0,0,,0,
cBjkbeLPj2Y,Story Gus Kautsar - Wahai Anakku Denger Ini #santrikyai #shorts,"Nov 27, 2024",47,,,,,1,0
7BLTW5Z-e_o,Kita Terlalu Cepat Menghakimi — Dan Hampir Selalu Salah – Fahruddin Faiz,"Jan 7, 2026",1820,,,,,10,0
eGXXe_PAZ10,"Story Gus Iqdam ""DISURUH SABAR, TAPI USTADZ E Naik ALPHARD"" #santrikyai #shorts","Jan 2, 2025",54,,,,,3,0
Oce55rLBp0o,GUS KAUTSAR : DOSA YANG SULIT DI MAAFKAN TUHAN #santrikyai #guskautsar #guskautsarterbaru,"Mar 22, 2024",50,,,,,2,0
rkPU1T3_gIs,Story Gus Kautsar - Kitab Itu Nyindir Yang Baca dan Mendapatkan #santrikyai #shorts,"Nov 21, 2024",38,,,,,1,0
NmxtAfz_VS8,Stop Drama Hidup! Rahasia Hidup Realistis & Tenang – Dr. Fahruddin Faiz,"Oct 1, 2025",2643,,,,,6,0
qzqDkLAnZFo,Jangan Serahkan Negara pada Kebodohan: Mengapa Kita Butuh Pemimpin Filosofis,,3155,,,,,1,0
9GzXnssbv7Y,GUS KAUTSAR : DOSA YANG MUDAH DI AMPUNI ALLAH #santrikyai #guskautsar  #storywa #santrigusbaha,"Mar 19, 2024",41,,,,,1,0
GEsdVq2lTZg,"Story Gus Kautsar ""Gus E, Melaksanakan Dawuh Saking NING"" #santrikyai #shorts","Dec 30, 2024",32,,,,,6,0
xtEUQ463OlY,Tidak Semua Perbuatan Baik Itu Bermoral,"Apr 29, 2026",1408,,,,,27,0
cqDV1K3JWMc,Jangan Siksa Dirimu dengan Pikiran Sendiri! Atasi Insecurity & Overthinking – Dr. Fahruddin Faiz,"Oct 13, 2025",3277,,,,,14,0
LgAcObJSzsY,Orang Relijius? Ternyata Begini Ciri Aslinya! - Dr. Fahruddin Faiz,"May 16, 2025",59,,,,,4,0
PEI7aejV6mM,Kamu Musuh Terbesarmu Sendiri — Cara Diogenes Menjadi Tak Terkalahkan,"Feb 13, 2026",1811,,,,,10,0
GsTtHvDby8A,Cinta Dan Kasih Sayang | Gus Kautsar #motivation #motivasi #quotes,"Dec 24, 2023",26,,,,,1,0
eAX1VUmlqig,Kontrol Lah Keinginanmu - Dr. Fahruddin Faiz,"May 31, 2025",49,,,,,6,0
cmHd2vxtoco,Kenapa Orang Pintar Memilih Diam? Rahasia Kepemimpinan Versi Plato,,2760,,,,,1,0
1l6YYSwFmKM,"STORY Gus Kautsar ""Wanita Ketika Ngambekk"" #santrikyai #shorts","Dec 22, 2024",41,,,,,1,0
B8fNdqlFJ3o,Story Gus Kautsar| INI lah teman sejati #santrikyai #shorts,"Nov 14, 2024",23,,,,,2,0
V9FEZU-IvX4,Srory Gus Kautsar - Generasi Ampas #santrikyai #guskautsar,"Aug 10, 2024",60,,,,,1,0
qx-GUaLqOw4,Ternyata Kunci Bahagia Itu Ada di Pikiran – Dr. Fahruddin Faiz,"Jun 22, 2025",2909,,,,,9,0
GdikfsFE_tw,"Yang Sabar, Yang Tenang | Gus Kautsar #guskautsar  #motivasi #storywaguskautsar","Jan 5, 2024",38,,,,,8,0
644Cqzjgd20,Lelaki Sejati | Gus Kautsar #santrikyai #guskautsar #guskautsarterbaru # #motivasihidup,"Jun 3, 2024",21,,,,,3,0
rsZs7D4eozs,"STORY GUS KAUTSAR ""SEORANG ISTRI ADALAH CERMINAN SUAMI"" #santrikyai #shorts","Jan 7, 2025",38,,,,,2,0
ciBL95qkY24,Ikhlas Sangatlah Gampang | Gus Baha #santrikyai #gusbaha #gusbahaterbaru #motivasisangkyai,"Jun 9, 2024",40,,,,,1,0
L4s_CbohIL4,Jiwamu Ingin Tenang? Jangan Lakukan Ini! - Dr. Fahruddin Faiz,"Jun 6, 2025",64,,,,,1,0
yGYxv33dTUg,Kendalikan Keinginanmu! Resep Hidup Tenang ala Filsafat Stoa – Dr. Fahruddin Faiz,"Jul 28, 2025",2637,,,,,6,0
idvMB4pzQ2w,Orang Baik Bisa Jadi Jahat — Inilah Momen Gelapnya – Fahruddin Faiz,"Jan 9, 2026",2341,,,,,8,0
fGld2UihOJA,Story Gus Kautsar - Kamu Terlalu Cantik Bagi saya #santrikyai #shorts,"Nov 7, 2024",61,,,,,2,0
Ycw9C9wYrd8,Hidupmu Mulai Kacau? Perbaiki Sekarang Sebelum Terlambat! – Dr. Fahruddin Faiz,"Oct 3, 2025",2440,,,,,11,0
